rho,k00,k01,k02,k03,k10,k11,k12,k13,b00,b01,b02,b03,b10,b11,b12,b13,label,run_dir
0.13,0.20917453200504502,0.014874532221149596,0.038812362781518006,0.22644503756838405,0.018205801070996844,0.013622854806537202,0.03628025564674852,0.5602624164532993,2.2328322557378177,2.8205728779961574,1.1762506938762651,2.981878091389878,3.966897289452378,0.7372557112815415,3.309866544317284,1.0678084613360266,pineNeedle,sweep_results/rho_0.13/test_2033
0.13,0.5956912347327173,0.03197225419052479,0.0924281930566896,0.01825269763164903,0.1911320309830954,0.5187281597667495,0.20255288050453027,0.37978886307564597,1.08393786587993,1.9986116664662485,3.8050199903683235,0.7836559748846771,4.817847270763727,1.8706364941713627,1.58036775256577,3.724068340002556,pineNeedle,sweep_results/rho_0.13/test_2034
0.13,0.14485122063030273,0.01198608861855134,0.2798416782230377,0.1709620762307346,0.06543736814391804,0.16816138289038823,0.011728480363397102,0.01273918251799402,1.9101538314965774,1.867699386041463,3.413984105705792,3.0817263646941297,3.985779275543101,0.7542825195219505,3.6305388775557463,2.3732591036549104,pineNeedle,sweep_results/rho_0.13/test_2046
0.13,0.021929805518807244,0.0278820664852019,0.5486780585434029,0.5511979523034277,0.18125497222919232,0.10802636201354783,0.09364726325137272,0.035724327259663194,2.859966562304554,2.3109717042874136,0.6908648664668254,2.6252286891085777,2.7520737833560256,4.032764094297358,4.403599542638453,4.422722576787431,pineNeedle,sweep_results/rho_0.13/test_2051
0.13,0.019742883399723597,0.0527888653804782,0.5064799012020774,0.12739108911651445,0.013511499929937072,0.1691396807552666,0.02945757272061661,0.6729499270289926,2.6054471735732814,0.5666826304341904,1.108408005046702,1.1786923578015855,2.1168092599553163,0.5435980305444236,0.6921981781693589,5.179548147162255,pineNeedle,sweep_results/rho_0.13/test_2059
0.13,0.014732128087052269,0.08731049400109599,0.24862205606739377,0.43115090434733266,0.16903398109034984,0.48841351686650897,0.4748067007098378,0.1489420856841764,3.2307509330747384,0.8856050227361458,4.517071670735258,3.3187442262357916,1.8704382932215822,5.087930320731526,4.612349097004964,1.4729833564584347,pineNeedle,sweep_results/rho_0.13/test_2061
0.13,0.38297221187703023,0.11979085185804475,0.05728478723243273,0.03683048886299708,0.0742636013028323,0.13707319455508418,0.16167597281770657,0.034879372465440484,1.4327092491263658,1.2825907503755156,2.619854386885091,2.9431608025450644,0.6004373589597096,1.5297595183723325,1.3676527088570578,1.3631744817711071,pineNeedle,sweep_results/rho_0.13/test_2073
0.13,0.04218308930830355,0.04260665154002686,0.018759638975045977,0.4665954674755402,0.025603031429612084,0.05102187871944185,0.017118564479912994,0.4427524787385719,2.120592033166487,4.8456638463231885,0.8808937035176762,1.6869380074153852,2.9641245613442058,2.791314816813191,3.429547287797087,2.278864428154965,pineNeedle,sweep_results/rho_0.13/test_2117
0.13,0.2180089087845082,0.08829746971542597,0.15067278230300424,0.034577895625965915,0.4446457282476193,0.559357663924046,0.023740146610215705,0.4072828633900236,1.9013551802805884,4.100276277962458,1.3708347630739903,0.7273018161346861,2.560900626799798,0.7224565090637047,0.6973992609236843,0.7518971286819416,pineNeedle,sweep_results/rho_0.13/test_2167
0.13,0.08875194525499028,0.2260912571859011,0.03473475128942684,0.07754040507603668,0.06888323872385672,0.016250941436418097,0.06978590558824661,0.02119508779830616,2.5483915650730857,1.3601577918505563,2.9545828981083537,1.9670830737341758,0.6633167879947117,2.6770383761853167,2.0785763783313467,2.555242024192529,pineNeedle,sweep_results/rho_0.13/test_2199
0.13,0.022516619879849802,0.7035154760067056,0.3787416612888939,0.027920008770056237,0.10552088267302256,0.03433418961139997,0.03915906799272714,0.7555311438749769,3.0361245590812147,2.0744326630769883,0.7692287973111059,2.601844144569362,5.252752185170313,0.7582405239032766,2.5719764967092695,3.259916611432318,pineNeedle,sweep_results/rho_0.13/test_2200
0.13,0.10989741211588225,0.12322080651828485,0.011070437443843931,0.012182854772284835,0.21710309056232996,0.09865536701017387,0.02795179224636013,0.08132366829442102,2.900108322672342,0.6734145479704907,2.06102104017436,2.8878805207310725,3.2813927340999873,1.1387902258784024,4.914524423398287,4.256263087247969,pineNeedle,sweep_results/rho_0.13/test_2235
0.13,0.022054262107543313,0.2539312041471075,0.012370596383165004,0.053502265138471464,0.7320188762112677,0.0608270979612957,0.697749597316311,0.508226572549453,2.485772436262551,4.963389722449253,3.77746331912056,0.911178343183412,1.1774587370025404,0.5335778486890695,2.2371626579294217,3.5765872692754535,pineNeedle,sweep_results/rho_0.13/test_2278
0.13,0.11275869453290967,0.013132397246331792,0.014104397183219852,0.029490136647454944,0.03691846040541465,0.4336989404398986,0.2520241608281758,0.39963915669099626,2.4703923089485738,2.9257626942098813,0.7736419703892535,4.956038312446943,0.5851814940800502,2.2996507010528298,2.307309880835533,1.3935094700100885,pineNeedle,sweep_results/rho_0.13/test_2285
0.13,0.21171214024006438,0.08321845017019738,0.03587852630471525,0.04378491614554018,0.03598951636286578,0.27839020045947593,0.8720165280489319,0.1536344306975305,1.949721315910117,4.737256348692869,2.926622078518674,0.8697048064567097,0.6390413616827485,2.661010223078573,1.750799795303539,5.45074501865757,pineNeedle,sweep_results/rho_0.13/test_2324
0.13,0.016293426665085143,0.04665719797216774,0.020373404722107906,0.21393333677626153,0.028463302765256503,0.023816359680287082,0.03412372444987297,0.27415490751893834,2.391224439840248,1.7593443229255399,0.562819778928404,1.2218079849063364,0.7907670333365657,5.369446513448077,3.701888003596809,3.199992787879912,pineNeedle,sweep_results/rho_0.13/test_2325
0.13,0.0357757698018178,0.25851310094608104,0.07266683380478302,0.03165907301007679,0.01343756247065897,0.038381349841450176,0.5596330139170334,0.08918323073491145,2.846670916378146,0.7134266617342262,3.670560998451248,0.718698222760608,3.1542197816594046,1.736245279912764,4.722861223581306,4.537585439065747,pineNeedle,sweep_results/rho_0.13/test_2400
0.05,0.02056863366960304,0.023668093454333756,0.08443913836526147,0.01645771600541786,0.2146134205016226,0.06171462041781076,0.0667320170364332,0.2378683720661733,3.959148823914575,2.9680620328245286,5.172116671832225,3.13856362433504,5.2654423048227486,2.209065239684707,2.0559686076717614,4.930570414880705,fern,sweep_results/rho_0.05/test_0004
0.05,0.01000593201275843,0.3434293602250638,0.798740141798506,0.8436839116833983,0.055658509214073004,0.029398732444927335,0.13674668689756644,0.015294535432156735,4.341320289874348,4.832594687782509,3.42155744765592,2.738675723096841,0.7232545696080164,2.315688812459082,3.0500556233927494,2.249060804256191,fern,sweep_results/rho_0.05/test_0010
0.05,0.16337738187384399,0.04699926608527127,0.5869016842513931,0.4468638181674676,0.15069811197634675,0.3891229433555182,0.07235763938418263,0.49250757370807924,2.3930581198621623,0.954336912872803,3.251836486379862,0.5889774275119425,1.7068302029758449,1.4471857523535814,3.2369846379273683,2.5105973629328853,fern,sweep_results/rho_0.05/test_0018
0.05,0.09984204447357632,0.07500997110109188,0.020976425076133422,0.010358261869016566,0.9903693482184011,0.011820868656896237,0.16334832777081287,0.016050635922751,2.3221462859009785,1.593277960686256,0.7537923739796091,1.578235303582249,3.4110222861376105,1.2702918632843538,1.6823463382392465,0.999134013598831,fern,sweep_results/rho_0.05/test_0040
0.05,0.030400031688571513,0.011801370829751969,0.07674042952651602,0.03432769494760986,0.07685996156628223,0.07032713501049355,0.11049142027110324,0.048126591474629464,2.6475035060866086,2.051802568725644,1.981205003224548,2.8829349186247395,1.051316467380223,0.8222232661510748,0.5917456682851858,4.915050829726938,fern,sweep_results/rho_0.05/test_0085
0.05,0.7065763886608096,0.667855532467657,0.35848663854970086,0.05281077381298193,0.8852358863762677,0.06511206431523177,0.01217811583977655,0.02352015721585269,1.249883567756607,1.3166776944993022,1.643110090623349,1.3955839331573803,0.8035311518516326,4.542303467642909,1.9791074125384867,0.7508324828170719,fern,sweep_results/rho_0.05/test_0089
0.05,0.023774224931744904,0.3650698894950062,0.16227372367070028,0.3430070453545543,0.020321573228200208,0.8624550173282777,0.7508357877049412,0.019654402785798292,3.3031908375836205,0.7686466329505299,3.094893305957317,0.7187368105985847,1.2258477670372276,5.467751613335545,2.433023614006455,1.6001399803186367,fern,sweep_results/rho_0.05/test_0090
0.05,0.10883951468982994,0.01787131213781064,0.6548060399816249,0.10552614619728036,0.42184213893236194,0.016969788208694117,0.02415517407188266,0.011865358200043077,2.2398836926123704,4.078111720853594,3.558160046989918,1.073659782429542,0.7329635116242196,4.2469786152062845,3.2137568672387262,1.5842118403589724,fern,sweep_results/rho_0.05/test_0119
0.05,0.08599134602402783,0.08438080190239872,0.012233644689832157,0.264589054922991,0.6635475906622503,0.41331997279769606,0.5602153368188394,0.3025523433529355,3.1191240090200005,2.7957346192380257,0.9592591559520115,0.9209138558521986,0.6101042205232756,0.8954748699917496,2.97747333842447,2.341497655938132,fern,sweep_results/rho_0.05/test_0130
0.05,0.014279103507123381,0.5214392177351536,0.40345495157826283,0.11786037524764106,0.1760012138231697,0.5624720406286793,0.054786440502425766,0.06998284221304212,4.313818006899873,4.081543790190272,5.242664292358678,1.8479094569977284,3.3664173375687176,0.9565204240509467,0.6452478013836652,4.491479898652222,fern,sweep_results/rho_0.05/test_0138
0.05,0.8237870591089897,0.5366546829806922,0.03461888928509526,0.09115849839187806,0.10218760856226465,0.021707417484299555,0.02809321800488756,0.4338509399285381,0.6786761867162381,2.127804581260842,0.5195820200079655,0.7978771592941455,1.0700089074067434,1.0402701079642362,2.2474669960827613,2.243725999971439,fern,sweep_results/rho_0.05/test_0151
0.05,0.47223985201779084,0.01923546677562512,0.04693218352639982,0.029248501961705756,0.4870263737271839,0.5543993090231679,0.4374920182489239,0.02809277646749418,2.0613357821344387,5.310215141930924,1.786442617652906,2.799073025802012,3.853896597486965,2.962521667417154,3.0835978687761183,2.379497263611362,fern,sweep_results/rho_0.05/test_0163
0.05,0.16072785166990858,0.0332910479928466,0.026143833698666696,0.0478501073583111,0.12120983182414792,0.3069797040754904,0.01545826145839984,0.5387051097412401,2.5751827095443756,0.7648136221588347,0.9711592978229486,0.9744787107272015,4.495196581593614,4.410680358718728,0.6301821503730998,2.1509117228262364,fern,sweep_results/rho_0.05/test_0201
0.05,0.012884480118575395,0.036168806388368294,0.2499714546808246,0.15999175061479257,0.015257439715662683,0.08930780479292663,0.02171569365206283,0.052452799864374046,2.2824084730499474,5.342769304228891,3.510061696400739,4.75708590358875,1.3140665416459627,1.0999034795121108,0.9411119405795231,2.0170038940369968,fern,sweep_results/rho_0.05/test_0210
0.05,0.08619332042490714,0.36140767130526036,0.07285059628882454,0.6715832388225457,0.15124301189666814,0.08137620158191212,0.016274511343500015,0.02737645408188671,3.08862156773374,2.8490108945774,3.54109701956339,2.4446424550935095,0.5398839735721407,2.412646234100308,0.8965972427591208,1.4751691240284317,fern,sweep_results/rho_0.05/test_0231
0.05,0.014995457101443033,0.07112434007906458,0.013974634603700445,0.022435799370908584,0.8018524650213346,0.03860091704158261,0.06553953233290262,0.035548600518718165,2.5984481890944693,4.625720662612951,0.5922414006553377,0.5889470832276202,1.1384792801569035,0.7871979525033748,4.22093490709721,3.1275482334128157,fern,sweep_results/rho_0.05/test_0245
0.05,0.1532399973242449,0.06298362550401496,0.05028006282169483,0.04299605079457099,0.12739613227530283,0.42853410384492896,0.16187809139796425,0.0471208698868914,2.600367781833446,2.416881435895505,1.3007301927046515,1.4347583957181147,0.8659998366793163,2.2517892871994967,0.9244490632225869,3.5939891395819976,fern,sweep_results/rho_0.05/test_0267
0.05,0.024905822725300904,0.011626400255060097,0.6276969376529237,0.8921594227664341,0.033835930153421824,0.049561235052429826,0.4335571867570709,0.2935015692898391,2.707948673869546,4.815189852574669,3.4300189777516454,3.5042010571740088,1.126701478626506,0.8691571141826824,5.127833695155344,0.7280159284502733,fern,sweep_results/rho_0.05/test_0278
0.05,0.022891426187364772,0.05278972422112313,0.16274254095709598,0.06800070158793946,0.3940580682839704,0.4054434153441346,0.01805887508486538,0.019177838075832346,2.6438200892794486,2.4279969261888636,0.9445225461189104,0.6638086412174791,1.7079874422790258,3.243563172343886,2.9277914056253893,1.0059535630391128,fern,sweep_results/rho_0.05/test_0314
0.05,0.020125859289407303,0.04023269051091892,0.08099930852550614,0.2642931087919441,0.21532313694662633,0.028607841934954394,0.26587642357628144,0.06651121849614465,3.5113347861089443,2.980398001761015,0.7990171692992765,1.8581482375571157,1.5890020921421522,0.6279004966264399,2.709447012441627,3.197494817608428,fern,sweep_results/rho_0.05/test_0332
0.05,0.0966379529668017,0.08445579719542767,0.11055288788401477,0.1676620654785601,0.07781683410365337,0.22769546730482065,0.08766836287885603,0.017657445210861777,2.2650156285156253,2.352388920862378,1.650570437488791,4.075094492110457,0.8941863972100658,0.8556026769162065,1.0450840503542396,1.2249760443814133,fern,sweep_results/rho_0.05/test_0338
0.05,0.14648133318760045,0.06850354788807647,0.012292984725441292,0.010326955038135232,0.020638818803327658,0.34939949297846046,0.016700856951657257,0.01640587050351982,3.054106682907348,2.8297893253996045,0.5756367224980944,1.9914697387374865,3.607025714210122,2.778900539000221,0.793151912944226,0.640826684261695,fern,sweep_results/rho_0.05/test_0340
0.05,0.32219107411101316,0.4045780352939709,0.07075761439027514,0.04643119990810655,0.42888739655450725,0.051525875738632425,0.87147283945336,0.65686396045231,2.6760409899433064,4.1488824304882845,2.490211418293101,0.9905267703714788,1.855950139482939,0.7967905879214637,1.034016021714539,1.8802785827249076,fern,sweep_results/rho_0.05/test_0355
0.05,0.8511579650228578,0.10749709554688333,0.011018878433645024,0.22426464270457055,0.26068463352462057,0.25335971210863384,0.09592829020871586,0.030589111590017454,0.9269631901550364,5.097334265752692,4.350670378887071,0.8414468706257195,4.086904735693185,1.278307023563393,5.075269684794009,1.075309427002083,fern,sweep_results/rho_0.05/test_0377
0.05,0.07436157918718457,0.828236321858725,0.22183136426233369,0.9015221962456688,0.5120291822481415,0.01846964834614516,0.16149002354145509,0.01854660407486776,2.3194889851482805,3.8371993225666463,3.675561937268917,1.1519707760257683,0.7343252423059295,1.5805339788939718,1.2852376490637059,0.5294729237662541,fern,sweep_results/rho_0.05/test_0379
0.05,0.02578908574925255,0.01294964068777594,0.055473689585899516,0.22169294282495464,0.09129775930711793,0.39153658212170234,0.016443917347154592,0.20261233889701732,2.6057332528691126,5.175091003155222,0.6518241929356648,2.2013629990284223,0.5157732252234348,3.697005777970948,0.5177239147538166,1.545783595940232,fern,sweep_results/rho_0.05/test_0389
0.05,0.02973606927409662,0.25695288283734236,0.1135476582733922,0.01591845807431298,0.019952790472603277,0.5129552634300708,0.24685207489895858,0.2331092373526938,3.2514211976836513,3.2797272925773546,2.32172247797683,0.9178460350282861,1.9119039076241113,0.8148264053405241,3.240444299290963,1.3994161598638095,fern,sweep_results/rho_0.05/test_0403
0.05,0.023004423343608547,0.020661934475064342,0.01077773711782821,0.015954249109871213,0.10611981980207724,0.026437598331099925,0.22032687225884695,0.21417533584342768,2.8541652478512254,3.3932697144684867,1.1336930204255165,1.7794810756102648,0.6610082750882892,1.1282091225084996,1.509288570058359,4.888464617707466,fern,sweep_results/rho_0.05/test_0407
0.05,0.026739688056866804,0.012568006452097151,0.013440705759701814,0.01618259690866274,0.5529779717830579,0.08117592795985408,0.3455957623215089,0.022628202290755853,3.7636134789211138,3.582324031572275,0.9060839429415597,0.7297037190801894,0.5644633708971275,0.9810290723501874,0.7193702618750131,1.847159996265178,fern,sweep_results/rho_0.05/test_0413
0.05,0.1485199916123302,0.31201761466000144,0.735951291048339,0.018811398384219455,0.1482723527748136,0.3590157814946165,0.06299790805264864,0.0295636969719839,2.212150716981787,2.0429276445586884,4.224035091963512,0.907952633413802,1.5911970503369126,1.0343881827980401,4.013202488457039,5.139715751986482,fern,sweep_results/rho_0.05/test_0427
0.05,0.03212848607205355,0.12080025962705801,0.6249781343714682,0.014266391374642303,0.7155087366664125,0.14048130519106103,0.015301723285199263,0.019988423094473587,3.2988637457059276,1.1329651911708802,0.6499277433824674,0.6892194144364163,1.6602856177900844,1.869622287687842,0.5891744925126069,4.972902108989459,fern,sweep_results/rho_0.05/test_0433
0.05,0.4787780865714181,0.7577910345975027,0.7031891143442119,0.21187099592912453,0.03811662365761587,0.019545682652637914,0.12951470939990026,0.019630170326613315,1.7038048134267978,2.734616859939657,2.8533052853794088,1.265181641511493,2.068355803563651,2.523091104385719,2.9893074511975013,4.68702219804612,fern,sweep_results/rho_0.05/test_0461
0.05,0.38790426277815937,0.12318923574989157,0.21463281199900627,0.37704040421843177,0.3724913433476428,0.01404328463597892,0.012324108947760634,0.05922516308923868,1.9616358019313476,3.059432147547777,2.06272137665157,1.9667394206684978,1.1906948970403564,3.908014700118685,3.0059073589021534,1.1900441600742573,fern,sweep_results/rho_0.05/test_0477
0.05,0.051546635396873874,0.01684473187783858,0.5165436281789333,0.046275854360761516,0.019333536112304334,0.04160756822037798,0.013512475778991192,0.013799272915332152,2.824942856870977,3.757458055449623,1.5416447125880208,4.560017141501039,4.932792003411578,5.3696459575953375,3.964440640749846,0.6587468436954137,fern,sweep_results/rho_0.05/test_0527
0.05,0.10254282842465898,0.015121906657187444,0.023762212534124118,0.07339394956316186,0.048449241024800985,0.9805849622274313,0.043787711215683596,0.15415952059490506,2.519141195317167,2.1453657505981556,1.2394176254198088,0.8299472889160855,0.9939058066697798,1.381611725506493,0.725179206790871,2.5298465429237296,fern,sweep_results/rho_0.05/test_0529
0.05,0.17826816540643114,0.7941272162546514,0.03045689552454906,0.06883707865340748,0.057505644662593294,0.026573451452170774,0.0847208942561949,0.03062245753689609,2.2047436475985775,4.431277598185802,4.747404270644303,3.707253360514222,1.9576213506561748,1.9756676646930342,0.9239774479282339,0.7696386434411957,fern,sweep_results/rho_0.05/test_0533
0.05,0.1772749177309639,0.02503560283158778,0.8235012632160555,0.02044028792711192,0.8401801953547343,0.12307031265737534,0.38367698968574726,0.12141985867120388,2.6715677276629806,4.599402541695339,1.1921469029639762,0.7381529617185353,1.335610790941279,0.6305703641245033,4.6557878207818,1.3031672432856678,fern,sweep_results/rho_0.05/test_0536
0.05,0.13403018306688422,0.849496881662304,0.03598128973919554,0.02093226828944436,0.03415164890611491,0.03409061690185078,0.029288049386792324,0.03868053228722199,2.5707514884051323,4.437781122251297,1.3566786010735516,5.391023004211045,1.848283712030002,3.0159142799538086,3.2377658581951225,0.912315891885936,fern,sweep_results/rho_0.05/test_0553
0.05,0.3721539961276793,0.044288251804595474,0.8848712340454613,0.2037418375326261,0.015979194537905354,0.04058508297025115,0.3279365618304336,0.021118801214665986,2.1882065870127385,2.610925805893517,2.28958123860648,1.878662930472587,3.7540943592344895,0.888911852623417,0.610492694142957,1.4359094282384037,fern,sweep_results/rho_0.05/test_0560
0.05,0.14340305766752273,0.014611638528841264,0.18882371692422228,0.01286492568809017,0.014624063315220304,0.2643918013664597,0.11878544228444074,0.0600785415356772,2.278924894472299,4.027149308295894,0.6966971536603367,2.0831070301636467,0.5725494564019351,0.6758880929660952,1.7025166872630508,4.71211499205938,fern,sweep_results/rho_0.05/test_0580
0.05,0.7627613293037236,0.059632995350093525,0.13275423659036154,0.020556620239118858,0.1779391586170133,0.4952712879407921,0.03338823921664433,0.08370785405879318,1.6743251245170434,2.388991546667114,5.0842165661025875,1.8907768308000896,0.5190264993128726,4.635568647063168,0.6740996279103885,0.7494506890942023,fern,sweep_results/rho_0.05/test_0615
0.05,0.0381923197733936,0.7160488746386516,0.01205225290340614,0.048026894582347365,0.183663986195198,0.16746875224364227,0.4833953942838026,0.037007374679574184,3.184636094365618,2.7854017119006356,1.1761428589568639,1.4038525058861373,1.120551968182733,0.59777347443708,1.157914632320423,0.824114187413508,fern,sweep_results/rho_0.05/test_0623
0.05,0.037888132715348154,0.3233022499306672,0.20505872698381436,0.1579335438078699,0.07950468292117728,0.9419824559381239,0.25749166347952995,0.04622339340559156,2.5536718135239282,4.302045574006405,0.8189978772397701,2.5433172260096737,2.4811177637572834,3.6872073163954036,5.142799735300906,0.988813800273795,fern,sweep_results/rho_0.05/test_0625
0.05,0.35321788905452317,0.020627344553510882,0.07138682121186074,0.6341143613112044,0.021219385067919542,0.01274002857145374,0.09551504380185913,0.607749815315115,2.0726252901364304,5.132804389564507,2.1758426672463766,0.9814676319805967,0.8248670738719542,5.273846321982265,5.148772328444526,1.6266146335885396,fern,sweep_results/rho_0.05/test_0655
0.05,0.010045506256690406,0.19202892382822329,0.9531557752255366,0.010637258404549706,0.1038829370148544,0.018760662053660265,0.1565535858752173,0.047906777693282956,3.2629170005716213,2.3671213921259904,3.9696055129886414,2.4194874213828417,1.7657681380470263,3.0969879868480126,3.2125637829126314,0.8575640906185381,fern,sweep_results/rho_0.05/test_0667
0.05,0.012388548895747708,0.34319076299676815,0.12414741903199994,0.23811254197676043,0.08141343553760313,0.012961448514444422,0.07854182759990042,0.0905585918051569,2.4637966519443872,3.1969606623177156,0.8086469306404978,1.6952236741465725,4.67027950539483,0.8006932424843607,1.316446484897204,0.8937954386124977,fern,sweep_results/rho_0.05/test_0689
0.05,0.12356114138955482,0.09014310603789831,0.03949992658845132,0.17057424885362485,0.054186811363764895,0.0101919465831439,0.03217250850863307,0.08121245901442745,3.4342133737284932,3.652110550009455,1.8365220382800616,0.7830457343970977,0.8615937785930756,0.6135336822876476,4.183999721590814,1.8400877524187604,fern,sweep_results/rho_0.05/test_0725
0.05,0.5166100058432852,0.9191055211343706,0.313542988015933,0.05679984765407112,0.18931078260230982,0.2965947517292815,0.9502053783088737,0.024772080573371727,1.7912498014827787,3.4437771766074667,2.403512671560108,3.414055389412589,2.497004396650584,1.0716137066148408,1.5243695249960425,0.6472907918340345,fern,sweep_results/rho_0.05/test_0727
0.05,0.018095654739847998,0.03024347783210787,0.026388683875962448,0.22390373939347014,0.10338767434628922,0.9651760415183613,0.020712858843102696,0.016118181428105078,4.283993203358769,3.275163852062007,0.7064486237560257,4.947597720345534,1.5694108763899506,2.6984746891473814,1.6855015310100205,0.6826759917194688,fern,sweep_results/rho_0.05/test_0732
0.05,0.09819058472346166,0.0676182557651541,0.027749207318078194,0.10599137410061688,0.0866100856124177,0.05358501162988451,0.15623439046174575,0.11412952944592997,2.3079585475760642,5.4302579245569405,0.6755947112753193,0.7048399235124314,2.8361947559700025,0.7259804931022298,2.97534100490618,1.0832762027826324,fern,sweep_results/rho_0.05/test_0749
0.05,0.20563234276760803,0.013141740677009057,0.030790625251157316,0.04239734963304289,0.21759614942177571,0.09128708051450271,0.15558007922676356,0.020378056166777164,1.9456464199434225,0.5727326668210271,5.404353768556197,0.8284400280925505,3.1108172076137897,2.170175692364676,1.982679180945262,0.926309800577694,fern,sweep_results/rho_0.05/test_0761
0.05,0.32531710324814417,0.02144721811322898,0.1750659563987314,0.06804603914534525,0.06275574048960161,0.052620311173257654,0.5639396673488628,0.03989704303655492,2.3124983008042412,2.3817654895530493,1.53425679590457,2.515739394269189,4.591318304496364,2.777453335030118,5.380171390531429,0.9457031938065383,fern,sweep_results/rho_0.05/test_0779
0.05,0.029086487105053897,0.20237809679938876,0.6734869521578303,0.4637489455353087,0.5601951170769861,0.6225207666104638,0.44369128025992827,0.21445187576084446,3.8184627083403044,1.3219169968667506,0.6144164779672653,1.2939381364247167,2.316893320224013,2.013377870862704,1.2828233699412939,3.84788346325088,fern,sweep_results/rho_0.05/test_0781
0.05,0.021693476264447502,0.04679007421467422,0.5607677147979001,0.05647371276930597,0.1095237638520745,0.07531058175644217,0.11632750917281968,0.1385980370362922,3.2086108008183882,2.482508257788477,0.7932299178670349,5.1701864329801674,0.7858153916121864,0.8836565173875416,0.8695779386411769,0.6461089783794827,fern,sweep_results/rho_0.05/test_0789
0.05,0.023493354816558308,0.7666625648152398,0.20681691595742785,0.051555221654580104,0.2808056620061355,0.026668164659812178,0.014089650036591538,0.6044090579226793,2.7727645210401493,2.9958687536934714,0.7454062047279051,2.2925721479475194,0.602569500656036,1.3198322466457728,1.5468966249984804,2.582477564775896,fern,sweep_results/rho_0.05/test_0790
0.05,0.06692894632525202,0.4992948858897484,0.3285324017470801,0.1492174381351002,0.08218442820480716,0.022105102909456442,0.6327056319787,0.701625386443957,3.0788329432578054,3.6669336109654207,1.286210472455146,2.403590599458602,0.5564896398817152,2.091492327187439,2.4717120132172905,2.6760249372857343,fern,sweep_results/rho_0.05/test_0799
0.1,0.020237849314144515,0.04754415501511133,0.37211458321948887,0.776385639820153,0.022358945190075297,0.06889221089434057,0.19131314504336233,0.21099224451014717,4.149298517207436,0.9570120990965123,1.219415995438977,1.769520383047218,2.1145552096017384,1.7073770553886656,5.252146433312906,1.7498811468289062,fern,sweep_results/rho_0.10/test_0821
0.1,0.019791142435451596,0.016900212037459155,0.18417746566526397,0.022478105392557866,0.13883785248455513,0.13017600883872946,0.05377258843950764,0.2989747716660517,2.498644775026923,3.347600116393151,0.9389488893839141,2.195201820702103,2.2528955060058626,2.2899360974889444,1.2873574905229455,2.608026668314413,fern,sweep_results/rho_0.10/test_0833
0.1,0.6483217298928385,0.01684480555902543,0.010050511868634943,0.07206728755713472,0.038828405739342514,0.03521565967151603,0.19103770947988993,0.04766420137102071,1.271116047891908,2.537310610473126,0.564968944284208,1.2743654867518572,3.898835717785203,0.5952198304695548,3.641049218444759,1.435712868861244,fern,sweep_results/rho_0.10/test_0836
0.1,0.12141320121982882,0.14715249989749904,0.16228247652894023,0.021861213465700052,0.03432085457659705,0.18513746061924938,0.41202089199565434,0.04220282907658483,3.3943509225841844,1.388203871741205,1.0793263717017603,0.8060373018323282,0.5331245002738212,2.8047230352293337,4.711798797853519,0.6798536136235196,fern,sweep_results/rho_0.10/test_0902
0.1,0.11641763693099318,0.0695447523419946,0.01959617356066608,0.7867133578413271,0.013194476014076443,0.025879939433973223,0.017189659643041227,0.918775170378747,3.5730781209415894,3.0210290282114416,1.2116947585575892,4.452955256510973,2.526101109250881,1.129259920873593,0.6386540414231644,0.7449218210119921,fern,sweep_results/rho_0.10/test_0925
0.1,0.05937788363742604,0.9689842618728068,0.05321016146794496,0.03104893813772764,0.86612410991555,0.07454398109950695,0.09395204367588979,0.30790112627492666,3.5581670656902724,4.267352767180169,1.403811176544209,0.602158838409643,2.206774998768507,1.6636440798504313,4.426563636627361,4.1028433650800995,fern,sweep_results/rho_0.10/test_0949
0.1,0.022313836852102892,0.5313453991305767,0.012687301843481718,0.039552664918877184,0.010878831170400411,0.027601616161037953,0.13826889883975774,0.012420259806041521,2.903712567713833,1.01548913445621,0.8262063187307527,1.9741243547578737,1.3412050748890056,1.7648463434097799,2.4339045300990914,4.393318884406293,fern,sweep_results/rho_0.10/test_0951
0.1,0.029820437263559305,0.03909522840894399,0.07719960368657101,0.5978008221108116,0.23641675091039482,0.5010299131643807,0.3657793178756502,0.1130955627636973,3.2983811799751925,5.311634220553134,1.9520594302098442,1.5803138105137913,0.7311554144278399,2.709350851214582,5.481915747520606,1.0078572119243592,fern,sweep_results/rho_0.10/test_0965
0.1,0.010550665204358253,0.684060796275389,0.010908339438298543,0.177380022791464,0.022192794260438794,0.018135494262503427,0.14789180979398941,0.04568300727677361,2.7083450330926806,5.3096604997023755,1.2625511801320972,1.8775107739556884,1.1380695823555818,2.909550564791089,1.5145401152080993,0.5124761220851539,fern,sweep_results/rho_0.10/test_0993
0.1,0.039225450619395766,0.19121187124566855,0.13769329965132013,0.6005418043137031,0.03720733359955182,0.039124889772535164,0.5020074379678577,0.013113231186739226,2.962895941130383,4.000074302102866,1.0507466723906713,3.9185601912408465,4.047575543843031,3.603897848343848,1.2007280072757103,0.5952495175829087,fern,sweep_results/rho_0.10/test_1004
